1769573781.910533 server started (50665): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1769573781.910548 on Linux 6.18.6-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Sun Jan 18 18:57:00 UTC 2026
1769573781.910558 using libevent 2.1.12-stable poll
1769573781.910563 using ncurses 6.5 20250614
1769573782.044235 cmdq_next <client-50722>: exit (empty)
1769573782.044240 cmdq_next <global>: waiting
1769573782.044244 cmdq_next </dev/pts/0>: waiting
1769573782.044248 cmdq_next <client-50722>: empty
1769573782.044258 cmdq_next <global>: waiting
1769573782.044262 cmdq_next </dev/pts/0>: waiting
1769573782.044266 cmdq_next <client-50722>: empty
1769573782.044364 peer 0x564fc42cd640 message 305
1769573782.044370 sending message 304 to peer 0x564fc42cd640 (8 bytes)
1769573782.044375 file 1 sent 4, left 0
1769573782.044379 cmdq_next <global>: waiting
1769573782.044383 cmdq_next </dev/pts/0>: waiting
1769573782.044388 cmdq_next <client-50722>: empty
1769573782.044392 sending message 203 to peer 0x564fc42cd640 (4 bytes)
1769573782.044402 cmdq_next <global>: waiting
1769573782.044406 cmdq_next </dev/pts/0>: waiting
1769573782.044410 cmdq_next <client-50722>: empty
1769573782.044618 lost client 0x564fc42ccb30
1769573782.044626 remove peer 0x564fc42cd640
1769573782.044636 unref client 0x564fc42ccb30 (2 references)
1769573782.044642 unref client 0x564fc42ccb30 (1 references)
1769573782.044646 free client 0x564fc42ccb30 (0 references)
1769573782.044651 cmdq_next <global>: waiting
1769573782.044655 cmdq_next </dev/pts/0>: waiting
1769573782.046034 add peer 0x564fc42cd640: 10 (0x564fc42ccb30)
1769573782.046045 new client 0x564fc42ccb30
1769573782.046052 cmdq_next <global>: waiting
1769573782.046056 cmdq_next </dev/pts/0>: waiting
1769573782.046117 peer 0x564fc42cd640 message 111
1769573782.046122 client 0x564fc42ccb30 IDENTIFY_LONGFLAGS 0x10000
1769573782.046127 peer 0x564fc42cd640 message 111
1769573782.046131 client 0x564fc42ccb30 IDENTIFY_LONGFLAGS 0x10000
1769573782.046135 peer 0x564fc42cd640 message 101
1769573782.046139 client 0x564fc42ccb30 IDENTIFY_TERM xterm-ghostty
1769573782.046144 peer 0x564fc42cd640 message 109
1769573782.046148 client 0x564fc42ccb30 IDENTIFY_FEATURES 
1769573782.046152 peer 0x564fc42cd640 message 102
1769573782.046156 client 0x564fc42ccb30 IDENTIFY_TTYNAME 
1769573782.046160 peer 0x564fc42cd640 message 108
1769573782.046167 client 0x564fc42ccb30 IDENTIFY_CWD /home/daro/.config/tmux
1769573782.046171 peer 0x564fc42cd640 message 104
1769573782.046175 client 0x564fc42ccb30 IDENTIFY_STDIN 11
1769573782.046180 cmdq_next <global>: waiting
1769573782.046184 cmdq_next </dev/pts/0>: waiting
1769573782.046208 peer 0x564fc42cd640 message 110
1769573782.046212 client 0x564fc42ccb30 IDENTIFY_STDOUT 12
1769573782.046217 peer 0x564fc42cd640 message 107
1769573782.046221 client 0x564fc42ccb30 IDENTIFY_CLIENTPID 50723
1769573782.046225 peer 0x564fc42cd640 message 105
1769573782.046230 client 0x564fc42ccb30 IDENTIFY_ENVIRON SHELL=/bin/sh
1769573782.046234 peer 0x564fc42cd640 message 105
1769573782.046238 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_BIN_DIR=/usr/bin
1769573782.046242 peer 0x564fc42cd640 message 105
1769573782.046247 client 0x564fc42ccb30 IDENTIFY_ENVIRON COLORTERM=truecolor
1769573782.046251 peer 0x564fc42cd640 message 105
1769573782.046256 client 0x564fc42ccb30 IDENTIFY_ENVIRON TOP_PID=50691
1769573782.046260 peer 0x564fc42cd640 message 105
1769573782.046264 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_MENU_PREFIX=gnome-
1769573782.046269 peer 0x564fc42cd640 message 105
1769573782.046273 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=1.2.3-1.fc43
1769573782.046278 peer 0x564fc42cd640 message 105
1769573782.046282 client 0x564fc42ccb30 IDENTIFY_ENVIRON QT_IM_MODULES=wayland;ibus
1769573782.046286 peer 0x564fc42cd640 message 105
1769573782.046291 client 0x564fc42ccb30 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,50665,-1
1769573782.046295 peer 0x564fc42cd640 message 105
1769573782.046300 client 0x564fc42ccb30 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/run/user/1000/gcr/ssh
1769573782.046304 peer 0x564fc42cd640 message 105
1769573782.046309 client 0x564fc42ccb30 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1769573782.046313 peer 0x564fc42cd640 message 105
1769573782.046318 client 0x564fc42ccb30 IDENTIFY_ENVIRON XMODIFIERS=@im=ibus
1769573782.046322 peer 0x564fc42cd640 message 105
1769573782.046326 client 0x564fc42ccb30 IDENTIFY_ENVIRON DESKTOP_SESSION=gnome
1769573782.046331 peer 0x564fc42cd640 message 105
1769573782.046335 client 0x564fc42ccb30 IDENTIFY_ENVIRON EDITOR=/usr/bin/nano
1769573782.046339 peer 0x564fc42cd640 message 105
1769573782.046344 client 0x564fc42ccb30 IDENTIFY_ENVIRON PWD=/home/daro/.config/tmux
1769573782.046348 peer 0x564fc42cd640 message 105
1769573782.046353 client 0x564fc42ccb30 IDENTIFY_ENVIRON LOGNAME=daro
1769573782.046357 peer 0x564fc42cd640 message 105
1769573782.046362 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=gnome
1769573782.046366 peer 0x564fc42cd640 message 105
1769573782.046370 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1769573782.046375 peer 0x564fc42cd640 message 105
1769573782.046379 client 0x564fc42ccb30 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=46414
1769573782.046383 peer 0x564fc42cd640 message 105
1769573782.046388 client 0x564fc42ccb30 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/.mutter-Xwaylandauth.44CIJ3
1769573782.046392 peer 0x564fc42cd640 message 105
1769573782.046397 client 0x564fc42ccb30 IDENTIFY_ENVIRON GDM_LANG=es_AR.UTF-8
1769573782.046401 peer 0x564fc42cd640 message 105
1769573782.046406 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_SHELL_FEATURES=cursor,path,title
1769573782.046415 peer 0x564fc42cd640 message 105
1769573782.046421 client 0x564fc42ccb30 IDENTIFY_ENVIRON HOME=/home/daro
1769573782.046426 peer 0x564fc42cd640 message 105
1769573782.046430 client 0x564fc42ccb30 IDENTIFY_ENVIRON USERNAME=daro
1769573782.046434 peer 0x564fc42cd640 message 105
1769573782.046439 client 0x564fc42ccb30 IDENTIFY_ENVIRON LANG=es_AR.UTF-8
1769573782.046443 peer 0x564fc42cd640 message 105
1769573782.046448 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=GNOME
1769573782.046452 peer 0x564fc42cd640 message 105
1769573782.046457 client 0x564fc42ccb30 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/app.slice/app-com.mitchellh.ghostty.service/memory.pressure
1769573782.046462 peer 0x564fc42cd640 message 105
1769573782.046466 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_SHELL=fish
1769573782.046471 peer 0x564fc42cd640 message 105
1769573782.046475 client 0x564fc42ccb30 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1769573782.046479 peer 0x564fc42cd640 message 105
1769573782.046484 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_CONFIG=/home/daro/.config/starship/starship.toml
1769573782.046489 peer 0x564fc42cd640 message 105
1769573782.046493 client 0x564fc42ccb30 IDENTIFY_ENVIRON MANAGERPID=3792
1769573782.046498 peer 0x564fc42cd640 message 105
1769573782.046502 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=1918812783147324
1769573782.046506 peer 0x564fc42cd640 message 105
1769573782.046512 client 0x564fc42ccb30 IDENTIFY_ENVIRON MOZ_GMP_PATH=/usr/lib64/mozilla/plugins/gmp-gmpopenh264/system-installed
1769573782.046516 peer 0x564fc42cd640 message 105
1769573782.046521 client 0x564fc42ccb30 IDENTIFY_ENVIRON GNOME_SETUP_DISPLAY=:1
1769573782.046525 peer 0x564fc42cd640 message 105
1769573782.046532 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_RESOURCES_DIR=/usr/share/ghostty
1769573782.046538 peer 0x564fc42cd640 message 105
1769573782.046544 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1769573782.046550 peer 0x564fc42cd640 message 105
1769573782.046557 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM=xterm-ghostty
1769573782.046563 peer 0x564fc42cd640 message 105
1769573782.046570 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERMINFO=/usr/share/terminfo
1769573782.046576 peer 0x564fc42cd640 message 105
1769573782.046583 client 0x564fc42ccb30 IDENTIFY_ENVIRON USER=daro
1769573782.046588 peer 0x564fc42cd640 message 105
1769573782.046593 client 0x564fc42ccb30 IDENTIFY_ENVIRON DISPLAY=:0
1769573782.046597 peer 0x564fc42cd640 message 105
1769573782.046601 client 0x564fc42ccb30 IDENTIFY_ENVIRON SHLVL=4
1769573782.046606 peer 0x564fc42cd640 message 105
1769573782.046610 client 0x564fc42ccb30 IDENTIFY_ENVIRON QT_IM_MODULE=ibus
1769573782.046614 peer 0x564fc42cd640 message 105
1769573782.046619 client 0x564fc42ccb30 IDENTIFY_ENVIRON MANAGERPIDFDID=3793
1769573782.046623 peer 0x564fc42cd640 message 105
1769573782.046628 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1769573782.046632 peer 0x564fc42cd640 message 105
1769573782.046637 client 0x564fc42ccb30 IDENTIFY_ENVIRON DEBUGINFOD_URLS=ima:enforcing https://debuginfod.fedoraproject.org/ ima:ignore
1769573782.046641 peer 0x564fc42cd640 message 105
1769573782.046646 client 0x564fc42ccb30 IDENTIFY_ENVIRON DEBUGINFOD_IMA_CERT_PATH=/etc/keys/ima
1769573782.046650 peer 0x564fc42cd640 message 105
1769573782.046656 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_DATA_DIRS=/home/daro/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/
1769573782.046660 peer 0x564fc42cd640 message 105
1769573782.046665 client 0x564fc42ccb30 IDENTIFY_ENVIRON PATH=/home/daro/.opencode/bin:/usr/local/go/bin:/usr/local/bin:/usr/bin
1769573782.046669 peer 0x564fc42cd640 message 105
1769573782.046674 client 0x564fc42ccb30 IDENTIFY_ENVIRON GDMSESSION=gnome
1769573782.046678 peer 0x564fc42cd640 message 105
1769573782.046683 client 0x564fc42ccb30 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1769573782.046687 peer 0x564fc42cd640 message 105
1769573782.046696 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM_PROGRAM=ghostty
1769573782.046702 peer 0x564fc42cd640 message 105
1769573782.046707 client 0x564fc42ccb30 IDENTIFY_ENVIRON _=/usr/bin/tmux
1769573782.046711 peer 0x564fc42cd640 message 106
1769573782.046716 client 0x564fc42ccb30 name is client-50723
1769573782.046723 cmdq_next <global>: waiting
1769573782.046727 cmdq_next </dev/pts/0>: waiting
1769573782.046731 cmdq_next <client-50723>: empty
1769573782.046759 peer 0x564fc42cd640 message 200
1769573782.046764 cmd_unpack_argv: argv[0]=set-option
1769573782.046768 cmd_unpack_argv: argv[1]=-g
1769573782.046773 cmd_unpack_argv: argv[2]=display-time
1769573782.046777 cmd_unpack_argv: argv[3]=4000
1769573782.046781 cmd_parse_build_commands 0:0: set-option
1769573782.046786 cmd_parse_build_commands 0:1: -g
1769573782.046790 cmd_parse_build_commands 0:2: display-time
1769573782.046794 cmd_parse_build_commands 0:3: 4000
1769573782.046800 args_parse_flags: next -g
1769573782.046805 args_parse_flags: -g
1769573782.046809 args_parse_flags: next display-time
1769573782.046813 args_parse: flags end at 2 of 4
1769573782.046817 args_parse: 2 = display-time (type STRING)
1769573782.046821 args_parse: 3 = 4000 (type STRING)
1769573782.046828 cmd_parse_build_commands: set-option -g display-time 4000
1769573782.046833 cmdq_get_command: [set-option/0x564fc4279080] group 2903
1769573782.046837 cmdq_append <client-50723>: [set-option/0x564fc4279080]
1769573782.046842 cmdq_append <client-50723>: [server_client_command_done/0x564fc42a7820]
1769573782.046846 cmdq_next <global>: waiting
1769573782.046850 cmdq_next </dev/pts/0>: waiting
1769573782.046854 cmdq_next <client-50723>: enter
1769573782.046859 cmdq_next <client-50723>: [set-option/0x564fc4279080] (0), flags 0
1769573782.046863 cmd_find_best_session: 0 sessions to try
1769573782.046868 cmd_find_current_client: no target, return (nil)
1769573782.046872 cmd_find_best_session: 0 sessions to try
1769573782.046877 cmd_find_target: target none, type pane, item 0x564fc4279080, flags QUIET,CANFAIL
1769573782.046881 cmd_find_best_session: 0 sessions to try
1769573782.046885 cmd_find_target: error
1769573782.046889 format_defaults: c=none
1769573782.046893 format_defaults: s=none
1769573782.046897 format_defaults: wl=none
1769573782.046901 format_defaults: wp=none
1769573782.046906 format_expand1: expanding format: display-time
1769573782.046910 format_expand1: result is: display-time
1769573782.046914 unref client 0x564fc42ccb30 (4 references)
1769573782.046923 options_push_changes: display-time
1769573782.046927 cmd_find_best_session: 0 sessions to try
1769573782.046932 unref client 0x564fc42ccb30 (3 references)
1769573782.046937 cmdq_next <client-50723>: [server_client_command_done/0x564fc42a7820] (1), flags 0
1769573782.046941 unref client 0x564fc42ccb30 (2 references)
1769573782.046945 cmdq_next <client-50723>: exit (empty)
1769573782.046949 cmdq_next <global>: waiting
1769573782.046962 cmdq_next </dev/pts/0>: waiting
1769573782.046966 cmdq_next <client-50723>: empty
1769573782.046970 sending message 203 to peer 0x564fc42cd640 (4 bytes)
1769573782.046981 cmdq_next <global>: waiting
1769573782.046985 cmdq_next </dev/pts/0>: waiting
1769573782.046990 cmdq_next <client-50723>: empty
1769573782.047242 lost client 0x564fc42ccb30
1769573782.047253 remove peer 0x564fc42cd640
1769573782.047265 unref client 0x564fc42ccb30 (1 references)
1769573782.047272 free client 0x564fc42ccb30 (0 references)
1769573782.047278 cmdq_next <global>: waiting
1769573782.047283 cmdq_next </dev/pts/0>: waiting
1769573782.048776 add peer 0x564fc42cd640: 10 (0x564fc42ccb30)
1769573782.048783 new client 0x564fc42ccb30
1769573782.048788 cmdq_next <global>: waiting
1769573782.048792 cmdq_next </dev/pts/0>: waiting
1769573782.048861 peer 0x564fc42cd640 message 111
1769573782.048867 client 0x564fc42ccb30 IDENTIFY_LONGFLAGS 0x10000
1769573782.048871 peer 0x564fc42cd640 message 111
1769573782.048876 client 0x564fc42ccb30 IDENTIFY_LONGFLAGS 0x10000
1769573782.048880 peer 0x564fc42cd640 message 101
1769573782.048884 client 0x564fc42ccb30 IDENTIFY_TERM xterm-ghostty
1769573782.048891 peer 0x564fc42cd640 message 109
1769573782.048898 client 0x564fc42ccb30 IDENTIFY_FEATURES 
1769573782.048902 peer 0x564fc42cd640 message 102
1769573782.048906 client 0x564fc42ccb30 IDENTIFY_TTYNAME 
1769573782.048910 peer 0x564fc42cd640 message 108
1769573782.048917 client 0x564fc42ccb30 IDENTIFY_CWD /home/daro/.config/tmux
1769573782.048921 peer 0x564fc42cd640 message 104
1769573782.048926 client 0x564fc42ccb30 IDENTIFY_STDIN 11
1769573782.048930 cmdq_next <global>: waiting
1769573782.048935 cmdq_next </dev/pts/0>: waiting
1769573782.048966 peer 0x564fc42cd640 message 110
1769573782.048971 client 0x564fc42ccb30 IDENTIFY_STDOUT 12
1769573782.048975 peer 0x564fc42cd640 message 107
1769573782.048979 client 0x564fc42ccb30 IDENTIFY_CLIENTPID 50724
1769573782.048984 peer 0x564fc42cd640 message 105
1769573782.048988 client 0x564fc42ccb30 IDENTIFY_ENVIRON SHELL=/bin/sh
1769573782.048992 peer 0x564fc42cd640 message 105
1769573782.048997 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_BIN_DIR=/usr/bin
1769573782.049001 peer 0x564fc42cd640 message 105
1769573782.049006 client 0x564fc42ccb30 IDENTIFY_ENVIRON COLORTERM=truecolor
1769573782.049010 peer 0x564fc42cd640 message 105
1769573782.049014 client 0x564fc42ccb30 IDENTIFY_ENVIRON TOP_PID=50691
1769573782.049019 peer 0x564fc42cd640 message 105
1769573782.049023 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_MENU_PREFIX=gnome-
1769573782.049028 peer 0x564fc42cd640 message 105
1769573782.049032 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM_PROGRAM_VERSION=1.2.3-1.fc43
1769573782.049036 peer 0x564fc42cd640 message 105
1769573782.049041 client 0x564fc42ccb30 IDENTIFY_ENVIRON QT_IM_MODULES=wayland;ibus
1769573782.049045 peer 0x564fc42cd640 message 105
1769573782.049050 client 0x564fc42ccb30 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,50665,-1
1769573782.049054 peer 0x564fc42cd640 message 105
1769573782.049059 client 0x564fc42ccb30 IDENTIFY_ENVIRON SSH_AUTH_SOCK=/run/user/1000/gcr/ssh
1769573782.049063 peer 0x564fc42cd640 message 105
1769573782.049068 client 0x564fc42ccb30 IDENTIFY_ENVIRON MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1769573782.049072 peer 0x564fc42cd640 message 105
1769573782.049077 client 0x564fc42ccb30 IDENTIFY_ENVIRON XMODIFIERS=@im=ibus
1769573782.049081 peer 0x564fc42cd640 message 105
1769573782.049085 client 0x564fc42ccb30 IDENTIFY_ENVIRON DESKTOP_SESSION=gnome
1769573782.049090 peer 0x564fc42cd640 message 105
1769573782.049094 client 0x564fc42ccb30 IDENTIFY_ENVIRON EDITOR=/usr/bin/nano
1769573782.049098 peer 0x564fc42cd640 message 105
1769573782.049103 client 0x564fc42ccb30 IDENTIFY_ENVIRON PWD=/home/daro/.config/tmux
1769573782.049107 peer 0x564fc42cd640 message 105
1769573782.049112 client 0x564fc42ccb30 IDENTIFY_ENVIRON LOGNAME=daro
1769573782.049116 peer 0x564fc42cd640 message 105
1769573782.049120 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_DESKTOP=gnome
1769573782.049125 peer 0x564fc42cd640 message 105
1769573782.049129 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_TYPE=wayland
1769573782.049133 peer 0x564fc42cd640 message 105
1769573782.049138 client 0x564fc42ccb30 IDENTIFY_ENVIRON SYSTEMD_EXEC_PID=46414
1769573782.049142 peer 0x564fc42cd640 message 105
1769573782.049147 client 0x564fc42ccb30 IDENTIFY_ENVIRON XAUTHORITY=/run/user/1000/.mutter-Xwaylandauth.44CIJ3
1769573782.049151 peer 0x564fc42cd640 message 105
1769573782.049156 client 0x564fc42ccb30 IDENTIFY_ENVIRON GDM_LANG=es_AR.UTF-8
1769573782.049160 peer 0x564fc42cd640 message 105
1769573782.049165 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_SHELL_FEATURES=cursor,path,title
1769573782.049169 peer 0x564fc42cd640 message 105
1769573782.049173 client 0x564fc42ccb30 IDENTIFY_ENVIRON HOME=/home/daro
1769573782.049177 peer 0x564fc42cd640 message 105
1769573782.049182 client 0x564fc42ccb30 IDENTIFY_ENVIRON USERNAME=daro
1769573782.049186 peer 0x564fc42cd640 message 105
1769573782.049191 client 0x564fc42ccb30 IDENTIFY_ENVIRON LANG=es_AR.UTF-8
1769573782.049195 peer 0x564fc42cd640 message 105
1769573782.049200 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_CURRENT_DESKTOP=GNOME
1769573782.049215 peer 0x564fc42cd640 message 105
1769573782.049223 client 0x564fc42ccb30 IDENTIFY_ENVIRON MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/app.slice/app-com.mitchellh.ghostty.service/memory.pressure
1769573782.049227 peer 0x564fc42cd640 message 105
1769573782.049232 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_SHELL=fish
1769573782.049236 peer 0x564fc42cd640 message 105
1769573782.049241 client 0x564fc42ccb30 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1769573782.049245 peer 0x564fc42cd640 message 105
1769573782.049250 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_CONFIG=/home/daro/.config/starship/starship.toml
1769573782.049254 peer 0x564fc42cd640 message 105
1769573782.049259 client 0x564fc42ccb30 IDENTIFY_ENVIRON MANAGERPID=3792
1769573782.049263 peer 0x564fc42cd640 message 105
1769573782.049268 client 0x564fc42ccb30 IDENTIFY_ENVIRON STARSHIP_SESSION_KEY=1918812783147324
1769573782.049272 peer 0x564fc42cd640 message 105
1769573782.049277 client 0x564fc42ccb30 IDENTIFY_ENVIRON MOZ_GMP_PATH=/usr/lib64/mozilla/plugins/gmp-gmpopenh264/system-installed
1769573782.049282 peer 0x564fc42cd640 message 105
1769573782.049286 client 0x564fc42ccb30 IDENTIFY_ENVIRON GNOME_SETUP_DISPLAY=:1
1769573782.049291 peer 0x564fc42cd640 message 105
1769573782.049295 client 0x564fc42ccb30 IDENTIFY_ENVIRON GHOSTTY_RESOURCES_DIR=/usr/share/ghostty
1769573782.049300 peer 0x564fc42cd640 message 105
1769573782.049304 client 0x564fc42ccb30 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1769573782.049308 peer 0x564fc42cd640 message 105
1769573782.049313 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERM=xterm-ghostty
1769573782.049317 peer 0x564fc42cd640 message 105
1769573782.049322 client 0x564fc42ccb30 IDENTIFY_ENVIRON TERMINFO=/usr/share/terminfo
1769573782.049326 peer 0x564fc42cd640 message 105
1769573782.049331 client 0x564fc42ccb30 IDENTIFY_ENVIRON USER=daro
1769573782.049335 peer 0x564fc42cd640 message 105
1769573782.049340 client 0x564fc42ccb30 IDENTIFY_ENVIRON DISPLAY=:0
1769573782.049344 peer 0x564fc42cd640 message 105
1769573782.049348 client 0x564fc42ccb30 IDENTIFY_ENVIRON SHLVL=3
1769573782.049353 peer 0x564fc42cd640 message 105
1769573782.049357 client 0x564fc42ccb30 IDENTIFY_ENVIRON QT_IM_MODULE=ibus
